# AUTO-GENERATED by scripts/velocity-export.js — do not edit directly. Source: ~/.lccjs/velocity.db
id,ticket,title,role,h_min,c_min,actual_min,delta_h_min,delta_c_min,started_iso,finished_iso,closed_commit,notes,agent,model,repo
52,182,Test: linker adjustLocalReferences() ATable relocation (moduleStart addition),TEST,30,10,1,29,9,2026-05-29T11:50:55-10:00,2026-05-29T11:52:19-10:00,d7f194f,"Second child of the #171 spike (sibling to #181). 4 tests for adjustLocalReferences() in linker.unit.spec.js: in-place mca[addr]+=moduleStart; multiple entries relocated by their own moduleStart in one pass (3 modules at offsets 0/10/30); moduleStart=0 first-module no-op; empty-ATable no-op. Green on first run (characterization of already-correct relocation). 17/17 pass in the spec. Marker /QA, logged TEST. Worked as apple alongside live cherry (#160). actual ~1.5m.",APPLE,,lccjs
53,183,Test: linker multi-module address threading (GTable reflects code concatenation),TEST,45,12,1,44,11,2026-05-29T11:56:17-10:00,2026-05-29T11:57:01-10:00,0410259,"Third child of the #171 spike — completes the medium relocation-math tier (#181/#182/#183). 4 tests for processModule() mcaIndex/GTable threading in linker.unit.spec.js: 3 modules sizes 10/20/15 -> GTable globals at local+cumulative-offset {foo:0,bar:15,baz:33} with mcaIndex/length=45; code concatenates at offsets 0/10/30; S start threaded (2+10=12, gotStart set); E and A reference addresses threaded by module offset (incl. A.moduleStart). Green on first run. 21/21 pass in spec. Marker /QA, logged TEST. Worked as apple alongside live banana (#151) + cherry (#160). actual ~1m.",APPLE,,lccjs
54,151,Research: do jmp condition-suffix mnemonics work? (Appendix B p.276 vs assembler error),RESEARCH,30,20,13,17,7,2026-05-29T11:52:13-10:00,2026-05-29T12:04:52-10:00,74bffb0,"Empirical research, no production change. Question: Appendix B p.276 says jmp takes the branch condition suffixes (jmpz/jmpn/...), but they error on assembly. Tested both tools: lccjs rejects jmpz/jmpn/jmpe with Invalid operation; oracle (cuh63 6.3) rejects jmpz IDENTICALLY — the leftover 7-byte .e is the deviation-10 blank artifact, not a real assembly (initial script misread the .e existence as acceptance; corrected). Static: assembler.js has no jmpXX cases, suffixes belong only to br; jmp encoding has no cc field. Conclusion: textbook DOC ERROR, not an lccjs gap — lccjs is parity-correct, no assembler fix. Recorded docs/research/jmp-condition-suffix-mnemonics.md, added a note to docs/lcc-isa.md, resolved the @todo #151 marker in happy-path.a. Note: happy-path.a exits 1 on a pre-existing brb error (line 43) on pristine main too — not caused here, out of scope. Branch needed a rebase onto apple #182/#183 before push (clean). Worktree (banana).",BANANA,,lccjs
55,184,Test: linker aborts WITHOUT writing output on unresolved external (regression guard),TEST,30,8,1,29,7,2026-05-29T12:05:59-10:00,2026-05-29T12:06:42-10:00,6abbe3b,"Fourth child of the #171 spike (low — regression guard for the already-fixed OB-003/#33-35). 2 tests in linker.unit.spec.js: unresolved external -> link() throws LinkerError, createExecutable never called (pass-through spy), no out.e written in the mock fs; + a resolved-external contrast (link completes, createExecutable called once, out.e written) proving the abort is conditional not blanket. Confirms adjustExternalReferences runs before createExecutable in link(). Green on first run. 23/23 pass in spec. Marker /QA, logged TEST. Worked as apple alongside live banana (#151) + cherry (#160). actual ~1m.",APPLE,,lccjs
56,160,Validation methodology: subagent prompts must say 'no file writes' explicitly,WRITER,15,6,8,7,-2,2026-05-29T11:43:18-10:00,2026-05-29T11:50:48-10:00,ab80bbc,"Added a 'prompt discipline' note + reusable subagent-prompt template to docs/lccjs-assembly-skill-validation.md §Method: the #117 fan-out prompts fixed response format but not disk writes, so P2/N1 left stray .a files needing cleanup; the template now carries BOTH the format-only and the explicit 'do not write files to disk' constraint lines so future passes (§3.4/§3.5) leave a clean tree. Marked the parent validation-methodology TODOS bullet done. closed_commit is in lccjs (ships in-repo, not the cross-repo claude-config case). Worked as cherry alongside live banana/apple. actual ~7.5m (a couple min were Opus classifier outages, not work).",CHERRY,,lccjs
57,185,Test: linker createExecutable() byte format (signature/header/terminator + LE code words),TEST,45,15,2,43,13,2026-05-29T12:08:01-10:00,2026-05-29T12:09:37-10:00,0487533,"Fifth/final child of the #171 spike — completes the epic. 2 tests in linker.unit.spec.js driving the previously-mocked createExecutable() through the virtualFs helper and asserting exact output bytes: o-signature, S+start(LE), G+addr+label+NUL, VTable-emitted-as-'A' entries BEFORE ATable 'A' entries (the spike's format refinement), C terminator, little-endian uint16 code; plus no 'S' without gotStart. Hand-computed byte buffers, green on first run. Full tests/new suite 600 passed/5 skipped, no regressions. Marker /QA, logged TEST. Worked as apple alongside live banana (#151) + cherry (#160). actual ~1.5m. #171 epic fully closed (#181-185).",APPLE,,lccjs
58,189,Docs: capture multi-agent worktree concurrency failure modes (worktree-multi-agent-findings.md),WRITER,30,12,2,28,10,2026-05-29T12:21:38-10:00,2026-05-29T12:23:21-10:00,68b2e3b,"Authored docs/worktree-multi-agent-findings.md: 7 enumerated failure modes from the 2026-05-29 multi-agent session (append-only CSV conflicts; rebase-then-push partial-state race; closed_commit rebase-orphaning; branch-protection notice; classifier outages; half-visible claim/marker state; transient worktree churn), root-caused to append-only-text-under-concurrent-writers, plus candidate mitigations. Left @todo #188 (open ARC spike) for the process decision; noted CHERRY's SQLite research as a candidate direction. Filed #188 (fix puzzle) + #189 (this doc task). Applied the just-documented lesson live: ran the rebase as a separate GATED step, not chained with push. Worked as apple. actual ~2m.",APPLE,,lccjs
59,186,Research: CSV velocity log → merge=union + empty closed_commit (kill rebase-conflict churn),COMBO,60,25,11,49,14,2026-05-29T12:25:34-10:00,2026-05-29T12:36:10-10:00,,"Spike for #186. Empirically verified in a throwaway repo that the built-in `union` merge driver FIRES UNDER git rebase (not just merge): two divergent branches each appending a CSV row auto-unioned with 0 conflict markers; same test confirmed the rebase still rewrites the commit SHA (79e238c->ca419d5), so merge=union fixes the manual-conflict pain (A) but NOT the closed_commit-orphan pain (B) — orthogonal. Recommendation (docs/research/velocity-log-storage.md): keep the CSV, add 'docs/puzzle-velocity.csv merge=union' to .gitattributes, switch to a single-commit close, log closed_commit EMPTY and derive via git log --grep 'Closes #N'. SQLite rejected (binary: unmergeable, undiffable, conflicts worse). Applied: .gitattributes line + docs/puzzle-velocity.md protocol/column rewrite + puzzle-velocity skill 0.6.0 in claude-config. THIS ROW dogfoods the new close: single commit, closed_commit intentionally empty. Follow-up: bulk closed_commit backfill reconciler. actual incl. collaborative scope review. Worked as cherry alongside live agents. [role reclassified RESEARCH->COMBO 2026-05-29 #192: original tag was RESEARCH; see role-table COMBO/SPIKE defs.]",CHERRY,,lccjs
60,190,Research/test: audit ALL branch-condition mnemonics for OG-LCC parity,TEST,45,30,15,30,15,2026-05-29T12:31:52-10:00,2026-05-29T12:50:14-10:00,b035a64,"Test-first TDD audit. Parity spec over all 12 branch mnemonics: each assembles on lccjs + OG LCC to byte-identical .e, plus alias-pair encoding equality. GOTCHA: first cut used self-branch programs (main: brXX main) which infinite-loop the oracle (it RUNS what it assembles) -> spurious hangs + 5 false mismatches; fixed to forward-branch-to-halt. True result: ALL branch mnemonics at full byte-for-byte oracle parity EXCEPT brb (the #187 gap). Locked in as tests/new/assembler.branch-mnemonics.oracle.e2e.spec.js. Full suite 631 pass. Resolved #190 marker (assembler.js). Closed with #187 in b035a64. Worktree (banana).",BANANA,,lccjs
61,187,brb errors Invalid operation — in brCodes map but missing from the dispatch,DEV,30,10,3,27,7,2026-05-29T12:47:00-10:00,2026-05-29T12:50:14-10:00,b035a64,"One-line fix surfaced by the #190 audit (TDD red): added the brb case to the branch dispatch in assembler.js (it was in assembleBR codes at cc=6 but never routed). brb now encodes 0x0c01 — byte-identical to the oracle and its brc alias. Unblocks demos/happy-path.a (was erroring at line 43). Verified by the #190 parity + alias-equality tests; @todo #187 marker in happy-path.a resolved. Closed with #190 in b035a64. Worktree (banana, shared with #190).",BANANA,,lccjs
62,191,Data: day-two re-run of the puzzle-velocity calibration analysis (notebook + new DATA role),DATA,,,22,,,2026-05-29T12:55:49-10:00,2026-05-29T13:17:48-10:00,,"Day-two re-run on the now-larger CSV (54-row calibration set vs ~36 day one). Duplicated stats/puzzle_velocity_analysis.ipynb -> stats/day-two-analysis.ipynb, same methodology for comparability, fully executed; all scope numbers recomputed live. NEW: §1 calendar-axis trend test (2 days now clear n>=5) + task-mix confound check; §7 auto-graduates per-role/test-loop hypotheses against the live power gate. Findings: bias STRONGER (51/54=94%% over-padded, sign-test p~1e-12); over-time axis now exists but raw rising trend (Spearman rho=+0.37,p=0.006) is most likely a task-MIX confound (day2 TEST-heavy; within-WRITER trend n.s.); per-role GRADUATED (TEST ~7.5x vs DEV ~2.6x; DEV-TEST p=0.008, TEST-WRITER p=0.022); LOC-null holds. New hypotheses: control for role before believing drift; TEST estimates want their own correction factor. Added DATA role code to docs/puzzle-velocity.md. Retroactive PDD puzzle (#191): no forward H/C estimate (ad-hoc analysis), wall-clock only; filed+closed same cycle. Refreshed stats/puzzle-velocity-enriched.csv via enrich.py. closed_commit empty per #186 single-commit protocol. Main session, no worktree (agent empty).",,,lccjs
63,192,Data hygiene: backfill RESEARCH/SPIKE/COMBO role codes + reclassify 3 mislabeled velocity rows,DATA,,,4,,,2026-05-29T13:29:39-10:00,2026-05-29T13:33:36-10:00,,"Curation follow-up to #191. Added RESEARCH/SPIKE/COMBO role codes to docs/puzzle-velocity.md and reclassified 3 rows (#171 PM->SPIKE, #186 RESEARCH->COMBO, #115 ARC->COMBO), each preserving its original tag inline in notes. Left #13/#151 as-is. COMBO chosen over a VAR/unknown code since nothing was genuinely unknown, just multi-role; COMBO rows sit below the n>=5 gate so notebook per-role analysis is unaffected. Applied via exact-string surgery on only the 4 affected rows (first attempt via csv.writer re-quoted 56 untouched rows -> reverted). Refreshed enriched CSV. Retroactive PDD puzzle filed+closed same cycle; closed_commit empty per #186 protocol. Main session, no worktree.",,,lccjs
64,168,Test: red-green unit tests for src/core/debug/format.js,TEST,30,20,2,28,18,2026-05-29T16:18:32-10:00,2026-05-29T16:19:48-10:00,,"Characterization unit spec for the shared debug/format.js helpers (extracted in #163; previously covered only indirectly via interpreter/ilcc). New file tests/new/debug.format.unit.spec.js, 12 cases: h4 (zero-pad, full-range lowercase, 16-bit mask, negative two's-complement wrap), REG_NAMES (length/canonical-order/role indices 5=fp 6=sp 7=lr), REG_ALIASES (rN and role-name resolution to same index, unknown-key absence). Green on first run against current module (pure red-green characterization, no source change). Marker deleted from format.js. Full primary suite 628 pass. Estimate vs actual wildly over-padded again, consistent with the TEST-role bias finding (#191).",APPLE,,lccjs
65,169,Test: red-green unit tests for src/core/debug/stateDelta.js (diffState),TEST,30,15,2,28,13,2026-05-29T16:21:37-10:00,2026-05-29T16:22:58-10:00,,"Direct unit spec for the three pure diff helpers in src/core/debug/stateDelta.js (extracted in #164; previously covered only transitively via oracle e2e rendered output). New file tests/new/stateDelta.unit.spec.js, 10 cases across diffRegisters (no-change, single, multiple-in-index-order, 8-register window, sign-only change), diffFlags (no-change/single/multiple), and pcChanged (equal/differ). Green on first run against current module; no source change. API NOTE: issue #169 body names a single diffState(prev,curr), but the module actually exports diffRegisters/diffFlags/pcChanged — tested the real API and noted the divergence. The fire-once flags/pc semantics live in the callers (interpreter.js/iinterpreter.js), not these value-based helpers, so not modeled here. Marker deleted from stateDelta.js. Estimate over-padded again, consistent with TEST-role bias (#191). closed_commit empty per #186 protocol. Worktree dir was apple-issue-169 (claim auto-assigned fruit 'apple'), but this terminal's agent name is CHERRY.",CHERRY,,lccjs
66,152,Research: validate correct usage of cea (compute effective address),RESEARCH,30,25,9,21,16,2026-05-29T16:21:33-10:00,2026-05-29T16:30:03-10:00,02a4a0a,"Confirmed cea dr,imm5 = add dr,fp,imm5 (fp-relative addr of a stack local; the lea analogue). Empirically: cea r1,0->0x1360, cea r2,-1->0x157f. Found+fixed a doc defect: glossary immediate-width table listed CEA under pcoffset9; it uses imm5 (-16..15). Enriched the cea pseudo glossary entry + added cea to lcc-isa.md pseudo list (was missing). Resolved @todo in demos/happy-path.a (comment-only; .e byte-identical; not a test fixture). Oracle parity already on record (cuh63 6.3 audit) so did not re-run; .env absent in worktree. Auto-claim wrongly returned apple (live collision with #168 worktree) -> re-claimed as banana; filing follow-up bug ticket.",BANANA,,lccjs
67,167,Refactor: extract duplicated CLI scaffolding (isTestMode + exit helpers) into src/utils/cliExit.js,DEV,60,25,5,55,20,2026-05-29T16:24:45-10:00,2026-05-29T16:29:47-10:00,,"Extracted the copy-pasted isTestMode + fatalExit/cliErrorExit/cliWrappedErrorExit block (drifted across 8 entry points) into one src/utils/cliExit.js on the wrapper side of the pure-seam boundary. Each of the 8 sites now imports only the names it uses (interpreter.js also imports isTestMode directly for its line-272 TTY guard — the only direct use outside fatalExit). interpreterplus.js was the one genuine drift: its fatalExit runs resetProcessStdin() first, so it keeps a thin local wrapper that delegates exit logic to the shared helper (behavior preserved). No helper was ever exported or imported by tests, so extraction is internal-only. Net -67 lines. Primary + test:all suites green (628 pass; oracle auto-skips, no .env in worktree). Smoke-tested core assemble+run (exit 0), two CLI error paths (message + exit 1), and the plus pipeline through interpretation; the charCycling.ap setRawMode-on-non-TTY failure reproduces identically on base main (pre-existing, not a regression). Marker deleted from lcc.js.",APPLE,,lccjs
